years_of_experience,loss_tolerance,panic_behavior,financial_behavior,engagement_level,investment_goal,target_amount,lump_sum_investment,monthly_investment,timeframe,income,risk_score
30,buy_more,yes_sometimes,invest_all,monthly,retirement,371833,126219,1082,25,medium,56.2
3,buy_more,no_experience,invest_all,quarterly,retirement,501854,515534,2614,5,medium,41.6
18,wait_and_see,no_never,invest_all,daily,retirement,419553,313898,4144,10,medium,50.6
8,wait_and_see,yes_sometimes,save_half,monthly,retirement,3948811,1856711,49189,20,high,78.8
1,sell_immediately,yes_sometimes,save_half,rarely,emergency fund,8815,1785,75,3,low,7.8
7,buy_more,no_experience,save_half,weekly,wealth building,339024,733286,3949,7,high,71.9
1,sell_immediately,yes_sometimes,save_half,monthly,emergency fund,34737,16213,179,5,medium,9.6
12,wait_and_see,no_never,invest_all,daily,wealth building,336403,235640,7956,10,high,78.4
5,buy_more,no_never,save_half,monthly,wealth building,66230,92320,272,10,medium,33.6
0,sell_immediately,yes_sometimes,save_all,quarterly,emergency fund,10597,9765,167,3,medium,1.2
0,wait_and_see,yes_sometimes,save_all,rarely,vacation,5229,986,217,2,low,7.8
1,sell_immediately,yes_always,spend_it,rarely,vacation,11327,3303,142,3,low,4.3
7,buy_more,no_never,save_half,weekly,retirement,2734974,2465074,24484,5,high,75.3
1,sell_immediately,no_experience,save_half,monthly,buy a house,169221,76033,1311,2,medium,12.8
5,sell_immediately,no_experience,save_all,rarely,emergency fund,4783,864,64,5,low,1.1
2,sell_immediately,yes_sometimes,save_all,quarterly,buy a house,441251,590030,5433,4,high,20.0
8,buy_more,yes_sometimes,invest_all,weekly,retirement,1018715,1762828,5445,20,high,81.9
8,wait_and_see,no_never,invest_all,weekly,buy a house,261009,387410,1939,12,high,45.2
8,wait_and_see,no_experience,invest_all,monthly,wealth building,334156,309945,1088,12,medium,32.0
3,buy_more,yes_sometimes,invest_all,monthly,wealth building,199744,180688,2165,5,medium,38.5
1,wait_and_see,yes_always,spend_it,rarely,vacation,8440,5253,281,3,medium,9.6
12,wait_and_see,no_never,invest_all,daily,wealth building,1189365,305188,9192,15,high,71.2
8,buy_more,yes_sometimes,invest_all,quarterly,retirement,241334,272360,1871,7,medium,53.8
15,buy_more,yes_sometimes,invest_all,weekly,wealth building,727965,582590,3982,15,high,74.5
2,sell_immediately,no_experience,save_all,quarterly,buy a house,41883,5029,1723,2,low,1.0
12,wait_and_see,no_never,save_half,weekly,retirement,4185230,2562590,15620,20,high,80.8
10,wait_and_see,yes_sometimes,invest_all,daily,wealth building,531302,750620,6095,15,high,66.7
12,buy_more,no_never,invest_all,weekly,retirement,3982753,9436964,20936,20,high,91.5
10,buy_more,no_never,save_half,daily,wealth building,144283,189350,312,15,high,73.1
18,buy_more,no_never,save_half,weekly,wealth building,250510,419838,733,20,medium,51.6
18,wait_and_see,yes_sometimes,invest_all,daily,retirement,931496,818573,4940,15,medium,46.6
0,sell_immediately,yes_sometimes,save_all,quarterly,emergency fund,17487,6953,325,3,low,8.7
5,buy_more,yes_sometimes,invest_all,weekly,wealth building,701715,952707,12954,5,high,64.6
0,wait_and_see,yes_sometimes,spend_it,rarely,vacation,11361,3201,48,3,low,7.7
7,wait_and_see,yes_sometimes,invest_all,monthly,wealth building,175329,172844,1441,10,medium,28.6
1,wait_and_see,no_experience,save_all,quarterly,emergency fund,15923,7279,59,4,low,1.0
5,wait_and_see,no_experience,save_half,quarterly,buy a house,407425,187376,10531,5,high,29.7
12,buy_more,yes_sometimes,invest_all,monthly,retirement,2457570,1745410,10860,20,high,80.5
10,buy_more,no_never,invest_all,monthly,wealth building,334487,475100,2413,20,high,71.1
8,buy_more,yes_sometimes,invest_all,weekly,wealth building,337875,54086,2111,10,medium,34.9
4,wait_and_see,yes_sometimes,save_half,weekly,buy a house,252660,425667,2975,7,high,29.2
30,buy_more,no_never,invest_all,weekly,retirement,2259422,1612414,9623,30,high,90.1
8,buy_more,yes_sometimes,invest_all,weekly,retirement,505310,679600,2082,12,medium,53.8
1,wait_and_see,yes_sometimes,save_all,quarterly,vacation,5772,1831,82,1,low,2.3
1,wait_and_see,yes_sometimes,spend_it,rarely,vacation,10506,3069,132,3,medium,8.7
8,buy_more,no_never,invest_all,monthly,retirement,653989,528337,2594,15,medium,49.1
5,wait_and_see,yes_sometimes,save_half,quarterly,retirement,777473,764243,13520,5,high,55.3
12,wait_and_see,yes_sometimes,save_half,monthly,retirement,2897208,3852689,16566,20,high,74.8
1,sell_immediately,yes_always,save_all,quarterly,vacation,11872,4221,203,1,low,5.7
6,wait_and_see,no_experience,save_half,monthly,retirement,845822,366596,1601,12,medium,34.9
2,wait_and_see,no_experience,save_half,quarterly,emergency fund,8693,3130,138,2,low,5.8
3,wait_and_see,no_experience,invest_all,weekly,buy a house,210118,300662,1762,7,high,35.0
2,sell_immediately,yes_sometimes,save_all,quarterly,emergency fund,29316,8789,344,3,medium,3.3
5,sell_immediately,no_experience,save_half,monthly,buy a house,246817,81900,19804,3,high,32.0
1,sell_immediately,yes_always,spend_it,rarely,emergency fund,27735,9691,1583,2,medium,1.0
3,wait_and_see,no_experience,invest_all,monthly,wealth building,1153339,1806058,3353,12,high,54.3
4,buy_more,no_experience,invest_all,quarterly,wealth building,947008,899290,18779,5,high,67.3
3,wait_and_see,yes_sometimes,save_half,weekly,buy a house,251711,329580,3622,10,high,32.5
15,buy_more,no_never,invest_all,daily,wealth building,124668,269140,1581,10,high,84.2
3,wait_and_see,yes_sometimes,save_half,monthly,buy a house,213084,115755,209,12,medium,19.5
30,buy_more,no_never,invest_all,weekly,wealth building,220445,799042,824,25,high,91.1
15,buy_more,no_never,save_half,monthly,retirement,3303154,3793106,38416,15,high,93.9
3,wait_and_see,yes_sometimes,save_half,monthly,wealth building,273130,47854,6685,5,medium,41.3
4,sell_immediately,yes_sometimes,save_half,rarely,save for a car,13481,8289,148,4,low,10.3
8,buy_more,no_never,save_half,weekly,buy a house,588200,583007,5335,12,high,43.9
3,buy_more,no_experience,invest_all,quarterly,retirement,2106044,3314576,11492,12,high,78.0
8,wait_and_see,yes_sometimes,save_half,monthly,retirement,2002558,4381247,8486,12,high,71.8
12,buy_more,no_never,save_half,monthly,retirement,1039180,327398,8940,10,medium,43.8
3,wait_and_see,no_experience,save_half,quarterly,save for a car,11837,4331,151,4,low,8.6
8,wait_and_see,yes_sometimes,invest_all,quarterly,wealth building,72250,19763,998,10,medium,33.7
4,wait_and_see,no_experience,save_all,monthly,emergency fund,26919,4640,299,5,medium,14.2
8,wait_and_see,yes_sometimes,save_half,monthly,wealth building,145237,87444,630,10,medium,25.9
12,wait_and_see,no_never,invest_all,weekly,wealth building,208280,55958,3127,10,medium,40.6
6,buy_more,no_never,save_half,quarterly,wealth building,121175,56205,222,12,medium,40.2
7,wait_and_see,yes_sometimes,save_half,monthly,buy a house,58149,22235,624,7,medium,16.4
1,wait_and_see,yes_sometimes,save_all,rarely,save for a car,35978,53822,270,5,high,23.7
7,wait_and_see,yes_sometimes,save_half,quarterly,wealth building,412608,149015,5524,7,high,58.4
15,wait_and_see,yes_sometimes,invest_all,monthly,retirement,3387820,3943474,17535,10,high,80.8
4,buy_more,no_experience,save_half,quarterly,wealth building,325930,184338,864,12,medium,30.9
3,wait_and_see,no_experience,save_half,rarely,emergency fund,3738,2169,28,3,low,5.7
25,buy_more,no_never,invest_all,monthly,retirement,3576795,3662255,17066,15,high,92.9
5,wait_and_see,yes_sometimes,save_half,monthly,emergency fund,17930,17802,305,4,high,10.2
0,wait_and_see,yes_sometimes,spend_it,quarterly,emergency fund,7715,1529,153,2,low,2.2
4,buy_more,no_never,invest_all,weekly,retirement,1613854,1509983,9749,7,high,76.3
2,sell_immediately,yes_sometimes,save_half,monthly,emergency fund,54330,56919,1356,3,high,8.7
20,buy_more,no_never,invest_all,daily,wealth building,1378258,2574527,3807,25,high,79.5
8,wait_and_see,yes_sometimes,invest_all,weekly,retirement,778806,791116,3811,10,medium,45.3
3,wait_and_see,yes_sometimes,save_half,monthly,save for a car,32973,3251,800,3,low,12.7
0,wait_and_see,yes_always,spend_it,rarely,emergency fund,9848,2647,409,3,medium,5.8
5,wait_and_see,yes_sometimes,save_half,quarterly,emergency fund,8300,2997,21,5,low,1.0
2,wait_and_see,yes_sometimes,save_all,rarely,vacation,3957,1364,123,3,medium,16.1
1,sell_immediately,yes_sometimes,save_all,rarely,vacation,7984,3596,422,1,medium,13.7
5,buy_more,no_experience,save_half,quarterly,retirement,488884,93252,6586,10,medium,42.7
10,buy_more,no_never,save_half,daily,retirement,1794767,1173089,44011,10,high,84.5
8,wait_and_see,yes_sometimes,invest_all,monthly,wealth building,81387,35501,304,7,medium,34.7
25,buy_more,yes_sometimes,invest_all,monthly,wealth building,302254,331133,673,15,medium,46.7
18,buy_more,no_never,invest_all,daily,wealth building,260034,340239,498,15,medium,49.3
20,buy_more,no_never,invest_all,monthly,wealth building,1233894,541757,4922,30,high,79.4
20,buy_more,no_never,invest_all,monthly,wealth building,88657,65438,470,20,medium,46.0
18,wait_and_see,no_never,invest_all,daily,wealth building,188481,180160,1669,10,medium,37.5
1,sell_immediately,yes_sometimes,save_all,monthly,buy a house,94965,35413,712,5,low,5.6
5,wait_and_see,yes_sometimes,save_half,quarterly,buy a house,77615,35520,177,5,low,12.6
15,buy_more,no_never,invest_all,monthly,wealth building,348678,226689,3064,15,medium,48.1
10,buy_more,no_never,invest_all,daily,retirement,2420108,3943731,12437,15,high,78.9
5,wait_and_see,no_never,invest_all,weekly,buy a house,217229,253158,696,12,medium,30.7
0,sell_immediately,yes_sometimes,spend_it,rarely,vacation,19356,11288,305,2,medium,2.2
5,wait_and_see,no_experience,save_half,rarely,emergency fund,10436,4866,67,3,medium,6.5
2,sell_immediately,yes_always,save_all,quarterly,emergency fund,4534,387,179,1,low,1.0
15,wait_and_see,no_never,save_half,weekly,retirement,3449704,865019,27873,20,high,82.8
7,buy_more,yes_sometimes,invest_all,monthly,wealth building,94283,120143,336,12,medium,45.5
2,wait_and_see,no_experience,save_all,quarterly,save for a car,43153,11052,967,3,high,31.4
6,wait_and_see,yes_sometimes,save_half,weekly,wealth building,122674,208902,1472,5,high,69.0
2,wait_and_see,no_experience,save_half,quarterly,emergency fund,19576,16312,93,4,medium,2.6
4,sell_immediately,yes_sometimes,save_all,monthly,emergency fund,17807,36844,252,5,high,10.9
5,wait_and_see,yes_sometimes,save_half,weekly,retirement,689012,531493,4146,5,high,60.2
20,buy_more,yes_sometimes,invest_all,daily,wealth building,428388,420090,1494,20,medium,42.8
4,wait_and_see,no_never,save_half,monthly,buy a house,155683,46714,2462,7,medium,17.9
18,wait_and_see,yes_sometimes,invest_all,monthly,wealth building,164607,207696,631,20,medium,44.4
2,sell_immediately,yes_sometimes,save_half,quarterly,emergency fund,17019,5791,199,4,low,8.4
30,buy_more,no_never,invest_all,monthly,retirement,772143,1355938,3274,15,high,94.7
2,wait_and_see,yes_always,spend_it,quarterly,emergency fund,20350,9668,376,3,medium,1.1
4,wait_and_see,yes_sometimes,invest_all,weekly,wealth building,208177,105328,2829,7,medium,37.2
4,buy_more,no_never,invest_all,weekly,retirement,990244,958706,11112,7,high,68.5
3,wait_and_see,no_experience,save_half,rarely,buy a house,192629,197250,3274,2,medium,16.5
3,sell_immediately,no_experience,save_all,monthly,save for a car,40488,38378,918,3,medium,17.8
8,buy_more,no_experience,invest_all,weekly,retirement,705634,333204,3937,10,medium,41.2
2,wait_and_see,yes_sometimes,save_all,rarely,vacation,19762,9295,477,1,medium,7.2
10,buy_more,yes_sometimes,invest_all,daily,retirement,2668882,4217213,34142,10,high,87.0
0,sell_immediately,yes_always,spend_it,rarely,emergency fund,5463,1589,318,1,low,3.4
8,buy_more,no_never,save_half,monthly,wealth building,623978,431665,9587,5,high,65.0
5,wait_and_see,no_experience,save_half,monthly,emergency fund,17758,8303,264,3,low,6.3
6,buy_more,no_never,save_half,monthly,wealth building,493595,757150,5291,12,high,71.8
8,buy_more,no_experience,invest_all,monthly,retirement,1181177,1082675,2463,12,medium,49.8
5,buy_more,no_never,invest_all,quarterly,retirement,542611,118881,4809,10,high,73.8
18,buy_more,no_never,invest_all,monthly,wealth building,109629,47931,1226,20,high,84.1
6,buy_more,no_never,invest_all,weekly,retirement,1179104,289492,12584,10,medium,55.2
3,wait_and_see,yes_sometimes,save_all,monthly,emergency fund,27123,3834,690,4,medium,6.8
5,sell_immediately,no_experience,save_all,monthly,buy a house,98878,23373,542,4,low,12.6
18,wait_and_see,no_never,save_half,daily,retirement,481616,175593,4044,10,medium,50.2
18,buy_more,no_never,invest_all,daily,retirement,426272,111016,2307,10,medium,47.1
1,wait_and_see,yes_sometimes,save_all,rarely,buy a house,153429,107521,1355,4,medium,10.4
18,buy_more,yes_sometimes,save_half,daily,retirement,2428528,4763834,11575,20,high,81.2
1,sell_immediately,yes_sometimes,spend_it,rarely,vacation,14745,8558,270,2,medium,11.3
3,wait_and_see,no_experience,save_all,rarely,emergency fund,47403,17984,1692,3,high,17.8
6,wait_and_see,no_never,invest_all,monthly,retirement,474071,112916,2907,10,medium,42.6
1,wait_and_see,yes_sometimes,spend_it,rarely,vacation,8334,4835,316,1,low,5.5
8,buy_more,no_never,invest_all,monthly,wealth building,984880,623178,7627,10,high,66.7
20,buy_more,yes_sometimes,invest_all,daily,wealth building,124655,107957,394,30,medium,52.0
30,buy_more,no_never,invest_all,daily,retirement,2931656,3254633,36165,15,high,89.4
10,wait_and_see,yes_sometimes,save_half,weekly,wealth building,340000,94564,1863,15,medium,34.9
1,wait_and_see,yes_sometimes,spend_it,rarely,emergency fund,10133,1992,107,2,low,1.0
0,wait_and_see,yes_always,spend_it,rarely,vacation,8567,6566,199,1,medium,6.0
8,buy_more,no_experience,invest_all,quarterly,retirement,3347121,3146933,8727,10,high,74.2
15,wait_and_see,no_never,save_half,daily,wealth building,553153,390802,2974,15,high,63.1
