years_of_experience,loss_tolerance,panic_behavior,financial_behavior,engagement_level,investment_goal,target_amount,lump_sum_investment,monthly_investment,timeframe,income,risk_score
0,sell_immediately,yes_always,spend_it,quarterly,vacation,6518,1301,163,1,medium,10.0
4,wait_and_see,yes_sometimes,save_half,quarterly,save for a car,37267,8464,42,8,medium,49.6
5,wait_and_see,no_experience,invest_all,quarterly,save for a car,42263,2411,635,5,high,69.4
4,wait_and_see,no_experience,invest_all,monthly,save for a car,26175,700,121,7,medium,70.5
4,buy_more,yes_sometimes,save_half,monthly,buy a house,86022,38033,557,5,medium,76.9
5,wait_and_see,no_experience,save_half,quarterly,buy a house,105247,32648,409,5,medium,63.4
12,buy_more,no_never,invest_all,weekly,retirement,286635,24795,1489,12,high,100.0
2,wait_and_see,yes_sometimes,save_all,rarely,vacation,7531,1258,171,1,low,22.2
6,wait_and_see,no_experience,save_half,quarterly,save for a car,21676,5256,128,5,medium,61.1
0,sell_immediately,no_experience,save_all,rarely,save for a car,28295,11515,289,2,medium,26.3
0,wait_and_see,yes_sometimes,save_all,quarterly,save for a car,30239,3935,401,3,medium,37.4
8,wait_and_see,no_never,save_half,monthly,retirement,242727,84071,364,10,medium,82.6
3,sell_immediately,no_experience,save_half,rarely,emergency fund,22365,246,218,4,medium,34.7
3,wait_and_see,yes_sometimes,invest_all,monthly,save for a car,32511,9524,79,8,high,72.0
1,wait_and_see,no_experience,save_half,rarely,emergency fund,11492,237,68,3,low,25.5
3,wait_and_see,yes_sometimes,save_half,monthly,buy a house,77700,27757,150,7,medium,64.5
8,buy_more,no_experience,save_half,monthly,wealth building,109983,38295,683,12,high,100.0
10,buy_more,no_never,invest_all,monthly,retirement,636235,18118,2316,15,medium,100.0
4,buy_more,no_experience,save_half,monthly,save for a car,55608,3083,336,7,high,74.3
5,wait_and_see,no_experience,save_half,quarterly,save for a car,27605,6655,74,5,medium,56.6
5,wait_and_see,no_experience,invest_all,monthly,buy a house,117779,39852,213,8,medium,75.5
0,wait_and_see,yes_sometimes,save_all,quarterly,emergency fund,6558,282,74,2,low,24.7
6,wait_and_see,no_experience,save_half,quarterly,buy a house,209362,76149,1328,8,high,72.9
8,buy_more,no_never,save_half,weekly,wealth building,93217,29335,111,12,high,100.0
6,buy_more,no_never,invest_all,monthly,wealth building,145917,41839,490,12,medium,100.0
8,buy_more,no_experience,save_half,monthly,retirement,775387,311153,1796,12,high,100.0
2,wait_and_see,yes_sometimes,save_all,rarely,save for a car,17838,4355,138,2,medium,32.9
0,wait_and_see,yes_sometimes,save_all,quarterly,emergency fund,5966,101,63,2,low,20.3
3,buy_more,yes_sometimes,invest_all,monthly,save for a car,20830,6627,53,8,medium,74.0
8,wait_and_see,no_experience,save_half,monthly,retirement,860312,185426,1419,12,high,82.8
3,wait_and_see,yes_sometimes,save_half,monthly,buy a house,199035,14666,1455,8,high,68.4
1,wait_and_see,no_experience,save_half,quarterly,save for a car,21817,5850,187,3,medium,51.1
20,buy_more,no_never,invest_all,daily,wealth building,309874,47239,816,30,high,100.0
20,buy_more,no_never,invest_all,daily,retirement,1032557,240601,1855,25,high,100.0
6,wait_and_see,yes_sometimes,save_half,quarterly,save for a car,38992,8185,408,5,medium,59.4
4,buy_more,yes_sometimes,invest_all,monthly,save for a car,58827,28105,353,5,high,83.6
25,buy_more,no_never,invest_all,weekly,retirement,1027065,530501,681,30,high,100.0
20,buy_more,no_never,invest_all,weekly,retirement,993706,258017,1605,25,high,100.0
4,wait_and_see,yes_sometimes,invest_all,monthly,save for a car,38307,17427,168,7,high,75.0
6,wait_and_see,no_experience,invest_all,quarterly,buy a house,82096,27701,693,5,high,80.6
8,wait_and_see,no_never,invest_all,monthly,wealth building,93981,19351,336,15,medium,100.0
12,wait_and_see,no_never,invest_all,monthly,wealth building,509975,418415,1936,10,high,100.0
6,buy_more,no_experience,save_half,monthly,wealth building,202599,4439,684,10,high,77.7
4,buy_more,no_experience,save_half,monthly,save for a car,38808,1052,207,7,medium,67.3
4,wait_and_see,no_experience,invest_all,quarterly,save for a car,15251,770,147,5,medium,67.3
5,wait_and_see,yes_sometimes,save_half,monthly,buy a house,113997,11290,754,7,medium,64.8
1,wait_and_see,yes_sometimes,save_all,quarterly,vacation,3692,687,103,1,low,28.8
6,buy_more,no_experience,invest_all,monthly,wealth building,247682,150418,851,15,high,100.0
3,wait_and_see,yes_sometimes,save_half,rarely,emergency fund,5104,148,163,2,medium,44.5
4,wait_and_see,yes_sometimes,save_half,quarterly,save for a car,12431,1128,32,8,medium,58.7
3,sell_immediately,no_experience,save_all,rarely,save for a car,38963,7077,241,4,medium,37.7
8,buy_more,no_experience,save_half,weekly,wealth building,135167,21506,623,12,medium,94.3
4,wait_and_see,no_experience,save_half,quarterly,save for a car,20826,8352,45,8,medium,62.1
10,buy_more,no_never,save_half,weekly,retirement,1008598,620911,4968,10,high,100.0
3,wait_and_see,yes_sometimes,invest_all,monthly,save for a car,22392,2634,98,5,medium,71.5
25,buy_more,no_never,invest_all,daily,retirement,700730,163978,1466,30,high,100.0
0,sell_immediately,no_experience,save_all,rarely,save for a car,13374,420,205,3,low,19.6
12,buy_more,no_experience,invest_all,monthly,wealth building,132175,21110,263,10,medium,99.8
3,wait_and_see,no_experience,save_half,monthly,save for a car,22898,2415,132,7,medium,62.0
2,sell_immediately,no_experience,save_all,quarterly,emergency fund,13910,2700,154,2,low,14.4
5,wait_and_see,no_experience,invest_all,monthly,save for a car,35257,9743,57,7,medium,68.1
3,sell_immediately,no_experience,save_all,quarterly,emergency fund,4540,1499,29,3,low,25.3
6,wait_and_see,yes_sometimes,save_half,quarterly,save for a car,30080,3836,82,7,medium,54.2
8,wait_and_see,no_never,invest_all,monthly,retirement,211899,84858,666,10,medium,100.0
5,wait_and_see,no_experience,save_half,quarterly,save for a car,27508,9932,170,5,high,66.9
1,sell_immediately,yes_always,save_all,rarely,emergency fund,5486,1787,37,2,medium,11.1
1,wait_and_see,yes_sometimes,save_all,quarterly,emergency fund,7583,1680,21,4,low,30.0
5,wait_and_see,yes_sometimes,invest_all,monthly,save for a car,33803,8573,461,5,high,78.8
4,wait_and_see,yes_sometimes,save_half,monthly,save for a car,57886,13179,205,8,high,68.3
10,wait_and_see,no_never,save_half,weekly,wealth building,347663,45622,2440,10,high,95.0
1,sell_immediately,yes_sometimes,save_half,quarterly,emergency fund,12896,1840,74,3,low,24.8
6,wait_and_see,no_experience,save_half,monthly,buy a house,67754,9272,256,8,medium,71.9
3,wait_and_see,no_experience,save_all,rarely,save for a car,21984,5667,298,2,low,45.7
6,wait_and_see,no_experience,save_half,monthly,save for a car,38727,3302,285,5,medium,68.8
1,sell_immediately,yes_always,spend_it,quarterly,vacation,5902,803,162,2,medium,24.2
1,sell_immediately,no_experience,save_half,rarely,save for a car,32255,13072,157,3,medium,33.5
10,wait_and_see,no_experience,invest_all,weekly,retirement,1076592,576068,5954,10,high,100.0
0,sell_immediately,no_experience,save_all,quarterly,save for a car,35839,2846,489,4,medium,33.0
0,sell_immediately,yes_sometimes,spend_it,quarterly,emergency fund,5183,1767,94,2,medium,19.1
12,wait_and_see,no_experience,save_half,monthly,retirement,436693,43383,1477,10,medium,83.6
2,sell_immediately,yes_sometimes,save_all,quarterly,save for a car,24990,1290,152,3,low,27.0
5,wait_and_see,no_experience,save_half,monthly,buy a house,93150,2792,998,8,high,75.5
2,sell_immediately,yes_always,save_all,quarterly,vacation,4517,867,54,2,low,9.6
4,wait_and_see,no_experience,invest_all,quarterly,buy a house,136098,5424,590,7,medium,67.6
1,sell_immediately,yes_always,spend_it,rarely,vacation,6011,549,84,2,low,3.0
2,sell_immediately,yes_always,spend_it,quarterly,emergency fund,10534,2500,136,2,low,10.2
6,buy_more,no_experience,save_half,monthly,save for a car,58539,9950,642,8,high,90.1
10,buy_more,no_never,save_half,monthly,wealth building,179505,80118,972,12,high,100.0
1,wait_and_see,no_experience,save_all,quarterly,emergency fund,10811,320,129,2,low,23.5
6,buy_more,no_experience,save_half,monthly,save for a car,36379,12943,78,8,medium,73.5
25,buy_more,no_never,invest_all,weekly,wealth building,83049,42133,205,30,high,100.0
6,wait_and_see,no_experience,save_half,quarterly,save for a car,22513,2600,59,7,medium,58.7
4,wait_and_see,yes_sometimes,save_half,monthly,buy a house,112491,52746,414,7,high,67.7
4,wait_and_see,no_experience,save_half,monthly,buy a house,83194,65387,403,7,high,74.0
1,wait_and_see,no_experience,save_all,quarterly,emergency fund,9788,1101,45,4,low,24.0
2,sell_immediately,no_experience,save_all,rarely,emergency fund,7951,2258,89,2,low,19.8
6,wait_and_see,no_never,save_half,weekly,retirement,890454,251303,2740,15,high,100.0
4,buy_more,yes_sometimes,invest_all,monthly,buy a house,48720,1621,390,8,medium,86.6
20,buy_more,no_never,invest_all,daily,retirement,781179,613310,1209,20,high,100.0
6,buy_more,no_experience,save_half,quarterly,buy a house,128263,34538,330,7,medium,72.2
10,wait_and_see,no_never,invest_all,monthly,wealth building,99993,45185,171,10,medium,97.2
15,buy_more,no_never,invest_all,daily,retirement,601966,358346,1441,25,high,100.0
0,sell_immediately,yes_sometimes,save_all,quarterly,emergency fund,4334,139,71,2,low,10.9
3,wait_and_see,no_experience,save_half,monthly,save for a car,31421,6974,70,7,medium,63.5
6,buy_more,no_experience,invest_all,weekly,retirement,921570,227279,5633,12,high,100.0
2,sell_immediately,yes_always,spend_it,quarterly,vacation,5773,1965,35,2,low,9.9
2,sell_immediately,no_experience,save_half,rarely,save for a car,39856,6160,145,4,medium,34.8
5,wait_and_see,yes_sometimes,save_half,quarterly,save for a car,21245,1574,280,7,high,65.2
1,wait_and_see,no_experience,save_all,quarterly,save for a car,16273,817,111,4,low,32.2
8,buy_more,no_never,save_half,monthly,wealth building,169620,13963,605,10,medium,93.1
4,buy_more,yes_sometimes,invest_all,quarterly,buy a house,58409,10697,167,5,medium,74.6
6,wait_and_see,no_experience,save_half,monthly,buy a house,85013,48796,341,8,high,75.9
0,wait_and_see,no_experience,save_all,rarely,emergency fund,10912,2197,64,4,low,21.0
4,wait_and_see,yes_sometimes,save_half,quarterly,save for a car,23207,3367,301,5,high,64.1
12,buy_more,no_never,invest_all,monthly,wealth building,138365,35888,630,10,medium,100.0
8,buy_more,no_experience,save_half,weekly,wealth building,49209,16254,91,10,medium,96.3
4,wait_and_see,yes_sometimes,invest_all,quarterly,save for a car,57084,11137,272,8,high,71.6
1,wait_and_see,no_experience,save_all,quarterly,save for a car,30582,8332,419,2,medium,44.7
3,wait_and_see,yes_sometimes,invest_all,monthly,save for a car,15631,4216,47,5,medium,65.6
2,sell_immediately,yes_always,save_all,rarely,vacation,5514,874,29,2,low,7.8
4,wait_and_see,no_experience,save_half,monthly,buy a house,40920,8697,171,8,medium,70.4
2,wait_and_see,no_experience,save_half,rarely,save for a car,15000,2176,136,3,low,44.4
2,sell_immediately,yes_always,spend_it,rarely,emergency fund,7240,41,144,1,low,1.0
0,sell_immediately,no_experience,save_half,rarely,emergency fund,12219,235,72,4,medium,18.0
4,buy_more,no_experience,save_half,monthly,save for a car,29147,12507,378,5,high,78.5
2,sell_immediately,no_experience,save_all,rarely,save for a car,38066,4866,282,3,medium,26.6
10,wait_and_see,no_never,save_half,monthly,retirement,642799,5629,2228,15,medium,90.9
5,buy_more,no_experience,invest_all,monthly,buy a house,106869,340,436,7,medium,83.7
6,wait_and_see,yes_sometimes,save_half,monthly,save for a car,33298,1789,570,5,high,71.9
5,wait_and_see,no_experience,save_half,quarterly,save for a car,35685,7698,137,8,medium,55.8
6,wait_and_see,no_experience,save_half,weekly,wealth building,186125,51367,184,15,medium,82.0
12,wait_and_see,no_experience,save_half,monthly,wealth building,176596,62113,359,12,medium,82.5
2,sell_immediately,yes_sometimes,spend_it,quarterly,emergency fund,14152,839,173,1,low,13.7
10,buy_more,no_experience,invest_all,monthly,wealth building,80642,20205,71,15,medium,100.0
2,wait_and_see,yes_always,save_all,quarterly,emergency fund,22904,1412,1149,1,medium,17.2
1,wait_and_see,no_experience,save_half,quarterly,save for a car,28897,1640,412,4,medium,59.3
12,buy_more,no_experience,save_half,monthly,wealth building,431846,99227,621,15,high,95.6
5,wait_and_see,yes_sometimes,invest_all,quarterly,buy a house,122969,24486,174,7,medium,63.0
5,wait_and_see,yes_sometimes,save_half,quarterly,buy a house,52166,14199,250,8,medium,64.4
5,wait_and_see,yes_sometimes,save_half,monthly,save for a car,21669,6965,70,5,medium,63.5
5,wait_and_see,no_experience,save_half,monthly,save for a car,13406,3315,60,8,medium,63.9
3,sell_immediately,no_experience,save_half,quarterly,save for a car,15738,2617,64,2,low,41.0
4,wait_and_see,no_experience,invest_all,monthly,buy a house,143716,65961,1809,5,high,84.4
2,sell_immediately,yes_sometimes,save_all,rarely,vacation,6032,12,61,2,low,12.5
6,buy_more,no_never,invest_all,monthly,wealth building,300449,73006,718,10,high,100.0
5,buy_more,yes_sometimes,save_half,monthly,save for a car,35726,978,139,8,medium,67.0
1,wait_and_see,yes_sometimes,save_all,quarterly,save for a car,21982,2614,86,2,low,34.2
8,wait_and_see,no_never,invest_all,weekly,retirement,629717,298521,3513,12,high,100.0
12,wait_and_see,no_experience,invest_all,monthly,wealth building,137054,14482,583,12,medium,93.9
0,sell_immediately,yes_sometimes,spend_it,rarely,emergency fund,4064,1152,36,2,low,2.9
8,buy_more,no_experience,save_half,monthly,wealth building,138225,47660,344,10,medium,81.2
3,buy_more,yes_sometimes,invest_all,quarterly,buy a house,62977,25466,258,7,medium,74.0
1,sell_immediately,yes_always,save_all,quarterly,vacation,6904,1438,127,2,medium,21.9
6,buy_more,no_experience,save_half,quarterly,buy a house,57640,8713,123,7,medium,70.0
1,sell_immediately,yes_sometimes,save_all,rarely,vacation,11979,2261,229,2,medium,20.7
6,buy_more,no_never,invest_all,weekly,wealth building,178374,12898,657,10,medium,100.0
25,buy_more,no_never,invest_all,weekly,retirement,640275,207002,449,30,high,100.0
25,buy_more,no_never,invest_all,weekly,retirement,507149,314165,1052,30,high,100.0
4,buy_more,no_experience,save_half,monthly,buy a house,147881,26230,613,8,medium,78.5
4,buy_more,no_experience,save_half,quarterly,save for a car,21730,785,281,5,medium,68.6
6,wait_and_see,no_experience,save_half,quarterly,save for a car,25302,3841,87,5,medium,56.7
12,wait_and_see,no_experience,save_half,weekly,wealth building,75560,17953,105,12,medium,85.6
0,sell_immediately,no_experience,save_all,rarely,emergency fund,14069,4117,58,3,low,11.2
12,buy_more,no_experience,save_half,weekly,retirement,632555,226176,861,10,medium,97.9
1,sell_immediately,no_experience,save_half,rarely,emergency fund,5242,1491,14,4,medium,22.0
3,buy_more,yes_sometimes,save_half,monthly,save for a car,47184,5049,334,7,high,70.9
12,wait_and_see,no_experience,save_half,weekly,wealth building,72717,35132,136,12,medium,90.4
12,buy_more,no_never,save_half,monthly,retirement,540891,218564,2113,15,high,100.0
2,sell_immediately,yes_sometimes,spend_it,rarely,vacation,12592,2625,362,1,medium,15.5
5,buy_more,no_experience,save_half,quarterly,buy a house,109780,10298,836,7,medium,69.8
12,wait_and_see,no_never,save_half,monthly,retirement,411444,90740,2683,10,high,100.0
4,wait_and_see,no_experience,save_half,monthly,save for a car,27968,3200,123,8,medium,59.1
2,sell_immediately,yes_sometimes,save_half,rarely,save for a car,25571,3150,249,2,medium,28.2
6,buy_more,no_never,save_half,weekly,wealth building,142261,80235,370,15,high,100.0
3,wait_and_see,no_experience,invest_all,monthly,save for a car,12316,5664,47,7,medium,69.8
12,buy_more,no_never,save_half,monthly,wealth building,298680,52929,713,12,high,100.0
1,wait_and_see,no_experience,save_half,rarely,save for a car,20015,2713,165,2,low,33.0
10,wait_and_see,no_never,invest_all,weekly,wealth building,77821,22540,188,15,medium,98.4
5,buy_more,no_experience,save_half,monthly,buy a house,47590,6538,182,5,medium,73.0
6,wait_and_see,yes_sometimes,invest_all,monthly,buy a house,137005,3946,1249,5,high,88.8
1,sell_immediately,yes_sometimes,save_half,quarterly,emergency fund,9395,1471,84,4,low,22.1
5,buy_more,yes_sometimes,invest_all,monthly,buy a house,131802,724,499,8,medium,75.9
3,sell_immediately,yes_sometimes,save_half,quarterly,save for a car,8564,2478,77,3,low,38.4
3,buy_more,no_experience,invest_all,quarterly,save for a car,26007,7522,45,8,medium,77.4
6,buy_more,no_experience,save_half,quarterly,save for a car,22579,3752,47,7,medium,68.0
8,buy_more,no_never,save_half,weekly,wealth building,253077,4380,1257,10,high,100.0
5,wait_and_see,no_experience,save_half,quarterly,buy a house,46390,6440,172,7,medium,55.6
3,wait_and_see,yes_sometimes,save_half,monthly,buy a house,68957,22714,190,7,medium,67.8
3,buy_more,yes_sometimes,save_half,monthly,buy a house,59693,2923,211,7,medium,73.1
4,wait_and_see,yes_sometimes,save_half,monthly,buy a house,146383,43198,574,8,medium,67.2
6,wait_and_see,yes_sometimes,save_half,monthly,buy a house,72144,10628,613,5,medium,70.5
10,buy_more,no_never,save_half,weekly,retirement,638354,355991,1898,15,high,100.0
25,buy_more,no_never,invest_all,weekly,retirement,972955,730416,1137,25,high,100.0
4,wait_and_see,no_experience,save_half,monthly,save for a car,44907,1672,225,8,high,71.6
5,buy_more,yes_sometimes,save_half,monthly,save for a car,40296,599,288,5,high,72.5
